"","Project","Site","Plot","Grid","Depth_cm","Sample_ID","npoc_mgL","npoc_uM","npoc_flag","tdn_mgL","tdn_uM","tdn_flag","Analysis_runtime","Run_notes","Field_notes","Evacuation_date_YYYMMDD","Collection_Date_YYYYMMDD","Collection_Start_Time_24hrs","Collection_End_Time_24hrs","EST_EDT","Volume_mL"
"269","COMPASS","TEMPEST","SW","C6",15,"TMP_SW_C6_20221201_15CM","44.24",3686.67,NA,"3.32",237.14,NA,NA,NA,NA,"20221128","20221201","1210","1746","EST","15"
"270","COMPASS","TEMPEST","SW","E3",15,"TMP_SW_E3_20221201_15CM","37.11",3092.5,NA,"1.15",82.14,NA,NA,NA,NA,"20221128","20221201","1210","1746","EST","15"
"271","COMPASS","TEMPEST","ESTUARY","Source",NA,"TMP_ESTUARY_SOURCE_20230606_T1","4.57",380.83,NA,"0.37",26.43,NA,NA,NA,NA,NA,"20230606",NA,"1032",NA,"20"
"272","COMPASS","TEMPEST","ESTUARY","Source",NA,"TMP_ESTUARY_SOURCE_20230606_T2","5.06",421.67,NA,"0.44",31.43,NA,NA,NA,NA,NA,"20230606",NA,"1636",NA,"20"
"273","COMPASS","TEMPEST","ESTUARY","Source",NA,"TMP_ESTUARY_SOURCE_20230606_T3","5.07",422.5,NA,"0.37",26.43,NA,NA,NA,NA,NA,"20230606",NA,"1924",NA,"20"
"274","COMPASS","TEMPEST","ESTUARY","Source",NA,"TMP_ESTUARY_SOURCE_20230607_T1","4.18",348.33,NA,"0.31",22.14,NA,NA,NA,NA,NA,"20230607",NA,"1110",NA,"20"
"275","COMPASS","TEMPEST","ESTUARY","Source",NA,"TMP_ESTUARY_SOURCE_20230607_T2","4.73",394.17,NA,"0.35",25,NA,NA,NA,NA,NA,"20230607",NA,"1746",NA,"20"
"276","COMPASS","TEMPEST","ESTUARY","Source",NA,"TMP_ESTUARY_SOURCE_20230607_T3","4.48",373.33,NA,"0.36",25.71,NA,NA,NA,NA,NA,"20230607",NA,"2100",NA,"20"
"277","COMPASS","TEMPEST","FW","Source",NA,"TMP_FW_SOURCE_20230606_T1","0.48",40,"blank is ≥ 25% of sample value","0.15",10.71,"blank is ≥ 25% of sample value",NA,NA,NA,NA,"20230606",NA,"1118",NA,"20"
"278","COMPASS","TEMPEST","FW","Source",NA,"TMP_FW_SOURCE_20230606_T2","0.35",29.17,"blank is ≥ 25% of sample value","0.09",6.43,"blank is ≥ 25% of sample value",NA,NA,NA,NA,"20230606",NA,"1726",NA,"20"
"279","COMPASS","TEMPEST","FW","Source",NA,"TMP_FW_SOURCE_20230606_T3","0.35",29.17,"blank is ≥ 25% of sample value","0.1",7.14,"blank is ≥ 25% of sample value",NA,NA,NA,NA,"20230606",NA,"1911",NA,"20"
"280","COMPASS","TEMPEST","FW","Source",NA,"TMP_FW_SOURCE_20230607_T1","0.41",34.17,"blank is ≥ 25% of sample value","0.09",6.43,"blank is ≥ 25% of sample value",NA,NA,NA,NA,"20230607",NA,"1011",NA,"19"
"281","COMPASS","TEMPEST","FW","Source",NA,"TMP_FW_SOURCE_20230607_T2","0.36",30,"blank is ≥ 25% of sample value","0.09",6.43,"blank is ≥ 25% of sample value",NA,NA,NA,NA,"20230607",NA,"1700",NA,"20"
"282","COMPASS","TEMPEST","FW","Source",NA,"TMP_FW_SOURCE_20230607_T3","0.29",24.17,"blank is ≥ 25% of sample value","0.06",4.29,"blank is ≥ 25% of sample value",NA,NA,"water in flow thru has one large bubble",NA,"20230607",NA,"1919",NA,"20"
"283","COMPASS","TEMPEST","SW","Source",NA,"TMP_SW_SOURCE_20230606_T1","2.37",197.5,NA,"0.26",18.57,"blank is ≥ 25% of sample value",NA,NA,NA,NA,"20230606",NA,"1109",NA,"20"
"284","COMPASS","TEMPEST","SW","Source",NA,"TMP_SW_SOURCE_20230606_T2","4.84",403.33,NA,"0.36",25.71,NA,NA,NA,NA,NA,"20230606",NA,"1701",NA,"20"
"285","COMPASS","TEMPEST","SW","Source",NA,"TMP_SW_SOURCE_20230606_T3","5.03",419.17,NA,"0.37",26.43,NA,NA,NA,NA,NA,"20230606",NA,"1902",NA,"20"
"286","COMPASS","TEMPEST","SW","Source",NA,"TMP_SW_SOURCE_20230607_T1","5.2",433.33,NA,"0.44",31.43,NA,NA,NA,NA,NA,"20230607",NA,"1021",NA,"19"
"287","COMPASS","TEMPEST","SW","Source",NA,"TMP_SW_SOURCE_20230607_T2","6.03",502.5,NA,"0.37",26.43,NA,NA,NA,"When SW pump cycled, the lines came out brown. Ran it until it came clear again to sample.",NA,"20230607",NA,"1655",NA,"20"
"288","COMPASS","TEMPEST","SW","Source",NA,"TMP_SW_SOURCE_20230607_T3","4.85",404.17,NA,"0.41",29.29,NA,NA,NA,NA,NA,"20230607",NA,"1915",NA,"20"
"289","COMPASS","TEMPEST","C","C6",15,"TMP_C_C6_20230202_15CM","8.27",689.17,NA,"0.27",19.29,NA,NA,NA,NA,"20230130","20230202","1000","1617","EST","10"
"290","COMPASS","TEMPEST","C","H6",15,"TMP_C_H6_20230202_15CM","11.4",950,NA,"0.39",27.86,NA,NA,NA,NA,"20230130","20230202","1000","1617","EST","10"
"291","COMPASS","TEMPEST","C","D5",15,"TMP_C_D5_20230202_15CM","7.77",647.5,NA,"0.29",20.71,NA,NA,NA,NA,"20230130","20230202","1000","1617","EST","10"
"292","COMPASS","TEMPEST","C","E3",15,"TMP_C_E3_20230202_15CM","8.63",719.17,NA,"0.3",21.43,NA,NA,NA,NA,"20230130","20230202","1000","1617","EST","10"
"293","COMPASS","TEMPEST","C","F6",15,"TMP_C_F6_20230202_15CM","14.28",1190,NA,"0.47",33.57,NA,NA,NA,NA,"20230130","20230202","1000","1617","EST","10"
"294","COMPASS","TEMPEST","C","I5",15,"TMP_C_I5_20230202_15CM","14.91",1242.5,NA,"0.41",29.29,NA,NA,NA,NA,"20230130","20230202","1000","1617","EST","10"
"295","COMPASS","TEMPEST","FW","C3",15,"TMP_FW_C3_20230202_15CM","12.3",1025,NA,"0.48",34.29,NA,NA,NA,NA,"20230130","20230202","1430","2030","EST","10"
"296","COMPASS","TEMPEST","FW","C6",15,"TMP_FW_C6_20230202_15CM","7.2",600,NA,"0.39",27.86,NA,NA,NA,NA,"20230130","20230202","1430","2030","EST","10"
"297","COMPASS","TEMPEST","FW","H3",15,"TMP_FW_H3_20230202_15CM","8.89",740.83,NA,"0.34",24.29,NA,NA,NA,NA,"20230130","20230202","1430","2030","EST","10"
"298","COMPASS","TEMPEST","FW","H6",15,"TMP_FW_H6_20230202_15CM","11.86",988.33,NA,"1.71",122.14,NA,NA,NA,NA,"20230130","20230202","1430","2030","EST","10"
"299","COMPASS","TEMPEST","FW","B4",15,"TMP_FW_B4_20230202_15CM","11.29",940.83,NA,"0.49",35,NA,NA,NA,NA,"20230130","20230202","1430","2030","EST","10"
"300","COMPASS","TEMPEST","FW","D5",15,"TMP_FW_D5_20230202_15CM","10.41",867.5,NA,"0.35",25,NA,NA,NA,NA,"20230130","20230202","1430","2030","EST","10"
"301","COMPASS","TEMPEST","FW","F6",15,"TMP_FW_F6_20230202_15CM","13.77",1147.5,NA,"0.64",45.71,NA,NA,NA,NA,"20230130","20230202","1430","2030","EST","8.5"
"302","COMPASS","TEMPEST","FW","I5",15,"TMP_FW_I5_20230202_15CM","13.09",1090.83,NA,"0.58",41.43,NA,NA,NA,NA,"20230130","20230202","1430","2030","EST","10"
"303","COMPASS","TEMPEST","SW","C3",15,"TMP_SW_C3_20230202_15CM","45.24",3770,NA,"1.47",105,NA,NA,NA,"yellow","20230130","20230202","1130","1730","EST","10"
"304","COMPASS","TEMPEST","SW","C6",15,"TMP_SW_C6_20230202_15CM","39.86",3321.67,NA,"1.82",130,NA,NA,NA,"yellow","20230130","20230202","1130","1730","EST","10.5"
"305","COMPASS","TEMPEST","SW","F4",15,"TMP_SW_F4_20230202_15CM","20.21",1684.17,NA,"1.72",122.86,NA,NA,NA,"slightly colored","20230130","20230202","1130","1730","EST","8"
"306","COMPASS","TEMPEST","SW","H6",15,"TMP_SW_H6_20230202_15CM","19.65",1637.5,NA,"0.76",54.29,NA,NA,NA,"slightly colored","20230130","20230202","1130","1730","EST","9"
"307","COMPASS","TEMPEST","SW","B4",15,"TMP_SW_B4_20230202_15CM","42.47",3539.17,NA,"1.11",79.29,NA,NA,NA,"yellow","20230130","20230202","1130","1730","EST","10"
"308","COMPASS","TEMPEST","SW","D5",15,"TMP_SW_D5_20230202_15CM","52.63",4385.83,NA,"1.54",110,NA,NA,NA,"yellow","20230130","20230202","1130","1730","EST","10"
"309","COMPASS","TEMPEST","SW","E3",15,"TMP_SW_E3_20230202_15CM","40.1",3341.67,NA,"1.33",95,NA,NA,NA,"yellow","20230130","20230202","1130","1730","EST","9.5"
"310","COMPASS","TEMPEST","SW","F6",15,"TMP_SW_F6_20230202_15CM","42.55",3545.83,NA,"1.45",103.57,NA,NA,NA,"yellow","20230130","20230202","1130","1730","EST","10"
"311","COMPASS","TEMPEST","C","H3",15,"TMP_C_H3_20230206_15CM","14.7",1225,NA,"0.42",30,NA,NA,NA,NA,"20230202","20230206","1015","1535","EST","10"
"312","COMPASS","TEMPEST","FW","E3",15,"TMP_FW_E3_20230206_15CM","10.96",913.33,NA,"1.31",93.57,NA,NA,NA,NA,"20230202","20230206","1100","1608","EST","10"
"313","COMPASS","TEMPEST","SW","H3",15,"TMP_SW_H3_20230206_15CM","24.3",2025,NA,"0.95",67.86,NA,NA,NA,"yellow","20230202","20230206","1040","1555","EST","9"
"314","COMPASS","TEMPEST","SW","I5",15,"TMP_SW_I5_20230206_15CM","85.4",7116.67,NA,"3.13",223.57,NA,NA,NA,"yellow","20230202","20230206","1040","1555","EST","10"
"315","COMPASS","TEMPEST","C","I5",15,"TMP_C_I5_20230417_15CM","15.83",1319.17,NA,"0.82",58.57,NA,NA,NA,NA,"20230414","20230417","931","1255","EDT","10.5"
"316","COMPASS","TEMPEST","C","H6",15,"TMP_C_H6_20230417_15CM","12.12",1010,NA,"0.47",33.57,NA,NA,NA,NA,"20230414","20230417","912","1302","EDT","10"
"317","COMPASS","TEMPEST","C","H3",15,"TMP_C_H3_20230417_15CM","17.32",1443.33,NA,"0.73",52.14,NA,NA,NA,NA,"20230414","20230417","903","1250","EDT","10"
"318","COMPASS","TEMPEST","C","C6",15,"TMP_C_C6_20230417_15CM","8.4",700,NA,"0.34",24.29,NA,NA,NA,NA,"20230414","20230417","932","1325","EDT","10"
"319","COMPASS","TEMPEST","FW","C3",15,"TMP_FW_C3_20230417_15CM","13.39",1115.83,NA,"0.59",42.14,NA,NA,NA,NA,"20230414","20230417","1017","1455","EDT","10"
"320","COMPASS","TEMPEST","FW","H6",15,"TMP_FW_H6_20230417_15CM","12.89",1074.17,NA,"0.6",42.86,NA,NA,NA,NA,"20230414","20230417","1019","1523","EDT","10"
"321","COMPASS","TEMPEST","FW","D5",15,"TMP_FW_D5_20230417_15CM","10.7",891.67,NA,"0.37",26.43,NA,NA,NA,NA,"20230414","20230417","1013","1501","EDT","10"
"322","COMPASS","TEMPEST","FW","I5",15,"TMP_FW_I5_20230417_15CM","12.43",1035.83,NA,"0.47",33.57,NA,NA,NA,NA,"20230414","20230417","1017","1517","EDT","10"
"323","COMPASS","TEMPEST","FW","H3",15,"TMP_FW_H3_20230417_15CM","8.59",715.83,NA,"0.32",22.86,NA,NA,NA,NA,"20230414","20230417","1010","1511","EDT","10"
"324","COMPASS","TEMPEST","FW","C6",15,"TMP_FW_C6_20230417_15CM","12.22",1018.33,NA,"2.54",181.43,NA,NA,NA,NA,"20230414","20230417","1145","1444","EDT","9"
"325","COMPASS","TEMPEST","SW","F6",15,"TMP_SW_F6_20230417_15CM","42.05",3504.17,NA,"1.4",100,NA,NA,NA,NA,"20230414","20230417","954","1406","EDT","10"
"326","COMPASS","TEMPEST","SW","C6",15,"TMP_SW_C6_20230417_15CM","34.28",2856.67,NA,"1.19",85,NA,NA,NA,NA,"20230414","20230417","1136","1354","EDT","10"
"327","COMPASS","TEMPEST","SW","B4",15,"TMP_SW_B4_20230417_15CM","49.13",4094.17,NA,"1.19",85,NA,NA,NA,NA,"20230414","20230417","1001","1349","EDT","10"
"328","COMPASS","TEMPEST","SW","D5",15,"TMP_SW_D5_20230417_15CM","58",4833.33,NA,"1.72",122.86,NA,NA,NA,NA,"20230414","20230417","948","1401","EDT","10"
"329","COMPASS","TEMPEST","SW","E3",15,"TMP_SW_E3_20230417_15CM","42.35",3529.17,NA,"1.35",96.43,NA,NA,NA,NA,"20230414","20230417","938","1416","EDT","9.5"
"330","COMPASS","TEMPEST","SW","C3",15,"TMP_SW_C3_20230417_15CM","53.19",4432.5,NA,"1.59",113.57,NA,NA,NA,NA,"20230414","20230417","1129","1338","EDT","10"
"331","COMPASS","TEMPEST","SW","H6",15,"TMP_SW_H6_20230417_15CM","36.41",3034.17,NA,"1.08",77.14,NA,NA,"Sample did not have associated metadata after checking sample sheets",NA,NA,"20230417",NA,"1559",NA,NA
"332","COMPASS","TEMPEST","C","I5",15,"TMP_C_I5_20230515_15CM","15.39",1282.5,NA,"0.48",34.29,NA,NA,NA,NA,"20230512","20230515","1139","1625","EDT","10"
"333","COMPASS","TEMPEST","C","F6",15,"TMP_C_F6_20230515_15CM","15.58",1298.33,NA,"0.41",29.29,NA,NA,NA,NA,"20230512","20230515","1136","1650","EDT","10"
"334","COMPASS","TEMPEST","C","E3",15,"TMP_C_E3_20230515_15CM","9.92",826.67,NA,"0.48",34.29,NA,NA,NA,NA,"20230512","20230515","1401","1846","EDT","9"
"335","COMPASS","TEMPEST","C","C6",15,"TMP_C_C6_20230515_15CM","9.93",827.5,NA,"0.32",22.86,NA,NA,NA,NA,"20230512","20230515","1126","1902","EDT","10"
"336","COMPASS","TEMPEST","C","H6",15,"TMP_C_H6_20230515_15CM","14.55",1212.5,NA,"0.5",35.71,NA,NA,NA,NA,"20230512","20230515","1136","1632","EDT","10"
"337","COMPASS","TEMPEST","C","H6",15,"TMP_C_H6_20230515_15CM","14.55",1212.5,NA,"0.5",35.71,NA,NA,NA,NA,"20230512","20230515","1136","1632","EDT","20"
"338","COMPASS","TEMPEST","FW","B4",15,"TMP_FW_B4_20230515_15CM","7.94",661.67,NA,"0.27",19.29,NA,NA,NA,NA,"20230512","20230515","1324","2045","EDT","10"
"339","COMPASS","TEMPEST","FW","C6",15,"TMP_FW_C6_20230515_15CM","7.45",620.83,NA,"0.34",24.29,NA,NA,NA,NA,"20230512","20230515","1326","2028","EDT","10"
"340","COMPASS","TEMPEST","FW","D5",15,"TMP_FW_D5_20230515_15CM","11.23",935.83,NA,"0.35",25,NA,NA,NA,NA,"20230512","20230515","1050","2037","EDT","10"
"341","COMPASS","TEMPEST","FW","D5",15,"TMP_FW_D5_20230515_15CM","11.23",935.83,NA,"0.35",25,NA,NA,NA,NA,"20230512","20230515","1050","2037","EDT","19"
"342","COMPASS","TEMPEST","FW","I5",15,"TMP_FW_I5_20230515_15CM","11.96",996.67,NA,"0.42",30,NA,NA,NA,NA,"20230512","20230515","1036","2126","EDT","10"
"343","COMPASS","TEMPEST","FW","I5",15,"TMP_FW_I5_20230515_15CM","11.96",996.67,NA,"0.42",30,NA,NA,NA,NA,"20230512","20230515","1036","2126","EDT","19"
"344","COMPASS","TEMPEST","FW","E3",15,"TMP_FW_E3_20230515_15CM","6.88",573.33,NA,"0.26",18.57,NA,NA,NA,NA,"20230512","20230515","1734","1717","EDT","10"
"345","COMPASS","TEMPEST","FW","H6",15,"TMP_FW_H6_20230515_15CM","12.36",1030,NA,"0.52",37.14,NA,NA,NA,NA,"20230512","20230515","1040","2134","EDT","10"
"346","COMPASS","TEMPEST","FW","C3",15,"TMP_FW_C3_20230515_15CM","7.51",625.83,NA,"0.29",20.71,NA,NA,NA,NA,"20230512","20230515","1321","2055","EDT","10"
"347","COMPASS","TEMPEST","FW","H3",15,"TMP_FW_H3_20230515_15CM","9.76",813.33,NA,"0.68",48.57,NA,NA,NA,NA,"20230512","20230515","1038","2115","EDT","10"
"348","COMPASS","TEMPEST","FW","F6",15,"TMP_FW_F6_20230515_15CM","14.77",1230.83,NA,"0.37",26.43,NA,NA,NA,NA,"20230512","20230515","1314","2146","EDT","10"
"349","COMPASS","TEMPEST","FW","F6",15,"TMP_FW_F6_20230515_15CM","14.77",1230.83,NA,"0.37",26.43,NA,NA,NA,NA,"20230512","20230515","1314","2146","EDT","19"
"350","COMPASS","TEMPEST","SW","F6",15,"TMP_SW_F6_20230515_15CM","50.96",4246.67,NA,"1.67",119.29,NA,NA,NA,NA,"20230512","20230515","1106","1959","EDT","10"
"351","COMPASS","TEMPEST","SW","H3",15,"TMP_SW_H3_20230515_15CM","24.18",2015,NA,"0.84",60,NA,NA,NA,NA,"20230512","20230515","1347","2005","EDT","9.5"
"352","COMPASS","TEMPEST","SW","B4",15,"TMP_SW_B4_20230515_15CM","50.34",4195,NA,"2.75",196.43,NA,NA,NA,NA,"20230512","20230515","1059","1911","EDT","10"
"353","COMPASS","TEMPEST","SW","C3",15,"TMP_SW_C3_20230515_15CM","53.12",4426.67,NA,"1.41",100.71,NA,NA,NA,NA,"20230512","20230515","1102","1937","EDT","10"
"354","COMPASS","TEMPEST","SW","H6",15,"TMP_SW_H6_20230515_15CM","27.36",2280,NA,"0.67",47.86,NA,NA,NA,NA,"20230512","20230515","1336","2015","EDT","10"
"355","COMPASS","TEMPEST","C","I5",15,"TMP_C_I5_20230603_15CM","20.45",1704.17,NA,"0.44",31.43,NA,NA,NA,NA,"20230531","20230603","1436","1800","EDT","20"
"356","COMPASS","TEMPEST","C","H6",15,"TMP_C_H6_20230603_15CM","24.67",2055.83,NA,"0.53",37.86,NA,NA,NA,NA,"20230531","20230603","1426","1815","EDT","19"
"357","COMPASS","TEMPEST","C","C6",15,"TMP_C_C6_20230603_15CM","21.48",1790,NA,"0.32",22.86,NA,NA,NA,NA,"20230531","20230603","1512","1841","EDT","10"
"358","COMPASS","TEMPEST","FW","D5",15,"TMP_FW_D5_20230603_15CM","10.05",837.5,NA,"0.36",25.71,NA,NA,NA,NA,"20230531","20230603","1326","1952","EDT","19"
"359","COMPASS","TEMPEST","FW","I5",15,"TMP_FW_I5_20230603_15CM","11.05",920.83,NA,"0.4",28.57,NA,NA,NA,NA,"20230531","20230603","1305","2009","EDT","20"
"360","COMPASS","TEMPEST","SW","B4",15,"TMP_SW_B4_20230603_15CM","67.48",5623.33,NA,"1.45",103.57,NA,NA,NA,NA,"20230531","20230603","1405","1906","EDT","16"
"361","COMPASS","TEMPEST","FW","D5",15,"TMP_FW_D5_20230605_15CM","5.19",432.5,NA,"0.2",14.29,"blank is ≥ 25% of sample value",NA,"Sample did not have associated metadata after checking sample sheets",NA,NA,"20230605",NA,"1559",NA,NA
"362","COMPASS","TEMPEST","FW","B4",15,"TMP_FW_B4_20230606_15CM","5.93",494.17,NA,"0.67",47.86,NA,NA,NA,NA,"20230605","20230606","1542","2030","EDT","10"
"363","COMPASS","TEMPEST","FW","H3",15,"TMP_FW_H3_20230606_15CM","4.16",346.67,NA,"0.19",13.57,"blank is ≥ 25% of sample value",NA,NA,NA,"20230605","20230606",NA,"2200","EDT","18"
"364","COMPASS","TEMPEST","FW","I5",15,"TMP_FW_I5_20230606_15CM","4.44",370,NA,"0.24",17.14,"blank is ≥ 25% of sample value",NA,NA,NA,"20230605","20230606",NA,"2145","EDT","19"
"365","COMPASS","TEMPEST","FW","D5",15,"TMP_FW_D5_20230606_15CM","5.95",495.83,NA,"0.25",17.86,"blank is ≥ 25% of sample value",NA,NA,NA,"20230605","20230606","1547","2050","EDT","19"
"366","COMPASS","TEMPEST","SW","D5",15,"TMP_SW_D5_20230606_15CM","4.14",345,NA,"0.29",20.71,NA,NA,NA,NA,"20230605","20230606",NA,"2148","EDT","19"
"367","COMPASS","TEMPEST","SW","E3",15,"TMP_SW_E3_20230606_15CM","3.77",314.17,NA,"0.28",20,"blank is ≥ 25% of sample value",NA,NA,NA,"20230605","20230606",NA,"2058","EDT","10"
"368","COMPASS","TEMPEST","SW","C3",15,"TMP_SW_C3_20230606_15CM","8.3",691.67,NA,"0.4",28.57,NA,NA,NA,NA,"20230605","20230606",NA,"2019","EDT","19"
"369","COMPASS","TEMPEST","FW","C3",15,"TMP_FW_C3_20230606_15CM","4.035",336.25,"average value of multiple aliquots","0.225",16.07,"average value of multiple aliquots",NA,NA,NA,"20230605","20230606",NA,"2040","EDT","19"
"370","COMPASS","TEMPEST","FW","F4",15,"TMP_FW_F4_20230606_15CM","6.575",547.92,"average value of multiple aliquots","0.29",20.71,"average value of multiple aliquots",NA,NA,NA,"20230605","20230606","1521","2116","EDT","19"
"371","COMPASS","TEMPEST","FW","C3",15,"TMP_FW_C3_20230607_PM_15CM","6.18",515,NA,"0.31",22.14,NA,NA,NA,NA,"20230607","20230607","902","1302","EDT","19"
"372","COMPASS","TEMPEST","FW","I5",15,"TMP_FW_I5_20230607_PM_15CM","7.46",621.67,NA,"0.46",32.86,NA,NA,NA,NA,"20230607","20230607","801","1201","EDT","19"
"373","COMPASS","TEMPEST","FW","H3",15,"TMP_FW_H3_20230607_PM_15CM","4.69",390.83,NA,"0.23",16.43,"blank is ≥ 25% of sample value",NA,NA,NA,"20230607","20230607","827","1227","EDT","19"
"374","COMPASS","TEMPEST","FW","H6",15,"TMP_FW_H6_20230607_PM_15CM","8.28",690,NA,"0.41",29.29,NA,NA,NA,NA,"20230607","20230607","815","1215","EDT","10"
"375","COMPASS","TEMPEST","FW","D5",15,"TMP_FW_D5_20230607_PM_15CM","7.08",590,NA,"0.24",17.14,"blank is ≥ 25% of sample value",NA,NA,NA,"20230607","20230607","921","1321","EDT","19"
"376","COMPASS","TEMPEST","FW","D5",15,"TMP_FW_D5_20230607_PM_15CM","5.98",498.33,NA,"0.24",17.14,"blank is ≥ 25% of sample value",NA,NA,NA,"20230607","20230607","921","2205","EDT","19"
"377","COMPASS","TEMPEST","FW","H6",15,"TMP_FW_H6_20230607_PM_15CM","8.16",680,NA,"0.54",38.57,NA,NA,NA,NA,"20230607","20230607","815","2043","EDT","10"
"378","COMPASS","TEMPEST","FW","H3",15,"TMP_FW_H3_20230607_PM_15CM","4.17",347.5,NA,"0.21",15,"blank is ≥ 25% of sample value",NA,NA,NA,"20230607","20230607","827","2054","EDT","19"
"379","COMPASS","TEMPEST","FW","I5",15,"TMP_FW_I5_20230607_PM_15CM","4.08",340,NA,"0.18",12.86,"blank is ≥ 25% of sample value",NA,NA,NA,"20230607","20230607","801","2104","EDT","19"
"380","COMPASS","TEMPEST","FW","F4",15,"TMP_FW_F4_20230607_PM_15CM","4.65",387.5,NA,"0.2",14.29,"blank is ≥ 25% of sample value",NA,NA,NA,"20230607","20230607","840","2154","EDT","19"
"381","COMPASS","TEMPEST","FW","C3",15,"TMP_FW_C3_20230607_PM_15CM","4.51",375.83,NA,"0.19",13.57,"blank is ≥ 25% of sample value",NA,NA,NA,"20230607","20230607","902","2134","EDT","19"
"382","COMPASS","TEMPEST","FW","B4",15,"TMP_FW_B4_20230607_PM_15CM","4.75",395.83,NA,"0.26",18.57,"blank is ≥ 25% of sample value",NA,NA,NA,"20230607","20230607","934","2123","EDT","9"
"383","COMPASS","TEMPEST","SW","C3",15,"TMP_SW_C3_20230607_PM_15CM","6.15",512.5,NA,"0.37",26.43,NA,NA,NA,NA,"20230607","20230607","815","1251","EDT","19"
"384","COMPASS","TEMPEST","SW","B4",15,"TMP_SW_B4_20230607_PM_15CM","4.18",348.33,NA,"0.29",20.71,NA,NA,NA,"bubbles in syringe","20230607","20230607","902","1302","EDT","19"
"385","COMPASS","TEMPEST","SW","D5",15,"TMP_SW_D5_20230607_PM_15CM","3.87",322.5,NA,"0.28",20,"blank is ≥ 25% of sample value",NA,NA,"bubbles in syringe","20230607","20230607","925","1325","EDT","19"
"386","COMPASS","TEMPEST","SW","E3",15,"TMP_SW_E3_20230607_PM_15CM","3.82",318.33,NA,"0.29",20.71,NA,NA,NA,"bubbles in syringe","20230607","20230607","823","1232","EDT","19"
"387","COMPASS","TEMPEST","SW","I5",15,"TMP_SW_I5_20230607_PM_15CM","11.37",947.5,NA,"0.72",51.43,NA,NA,NA,"bubbles in syringe","20230607","20230607","758","2045","EDT","11"
"388","COMPASS","TEMPEST","SW","E3",15,"TMP_SW_E3_20230607_PM_15CM","3.79",315.83,NA,"0.25",17.86,"blank is ≥ 25% of sample value",NA,NA,"bubbles in syringe","20230607","20230607","823","2103","EDT","19"
"389","COMPASS","TEMPEST","SW","B4",15,"TMP_SW_B4_20230607_PM_15CM","4.27",355.83,NA,"0.36",25.71,NA,NA,NA,"bubbles in syringe","20230607","20230607","902","2123","EDT","19"
"390","COMPASS","TEMPEST","SW","C3",15,"TMP_SW_C3_20230607_PM_15CM","5.71",475.83,NA,"0.34",24.29,NA,NA,NA,NA,"20230607","20230607","815","2133","EDT","19"
"391","COMPASS","TEMPEST","SW","D5",15,"TMP_SW_D5_20230607_PM_15CM","4.04",336.67,NA,"0.32",22.86,NA,NA,NA,"bubbles in syringe","20230607","20230607","925","2111","EDT","19"
"392","COMPASS","TEMPEST","FW","C3",15,"TMP_FW_C3_20230608_15CM","4.95",412.5,NA,"0.27",19.29,"blank is ≥ 25% of sample value",NA,NA,NA,"20230607","20230608","1734","2013","EDT","20"
"393","COMPASS","TEMPEST","FW","I5",15,"TMP_FW_I5_20230608_15CM","6.64",553.33,NA,"0.49",35,NA,NA,NA,NA,"20230607","20230608","1704","1928","EDT","20"
"394","COMPASS","TEMPEST","FW","D5",15,"TMP_FW_D5_20230608_15CM","5.88",490,NA,"0.27",19.29,"blank is ≥ 25% of sample value",NA,NA,NA,"20230607","20230608","1805","1955","EDT","20"
"395","COMPASS","TEMPEST","FW","F4",15,"TMP_FW_F4_20230608_15CM","5.57",464.17,NA,"0.28",20,"blank is ≥ 25% of sample value",NA,NA,NA,"20230607","20230608","1754","2032","EDT","20"
"396","COMPASS","TEMPEST","FW","H6",15,"TMP_FW_H6_20230608_15CM","8.49",707.5,NA,"0.4",28.57,NA,NA,NA,NA,"20230607","20230608","1643","1943","EDT","14"
"397","COMPASS","TEMPEST","SW","D5",15,"TMP_SW_D5_20230608_15CM","4.2",350,NA,"0.34",24.29,"blank is ≥ 25% of sample value",NA,NA,"bubbles in syringe","20230607","20230608","1711","1835","EDT","10"
"398","COMPASS","TEMPEST","SW","H6",15,"TMP_SW_H6_20230608_15CM","4.39",365.83,NA,"0.39",27.86,NA,NA,NA,"bubbles in syringe","20230607","20230608","1634","1749","EDT","10"
"399","COMPASS","TEMPEST","SW","B4",15,"TMP_SW_B4_20230608_15CM","5.01",417.5,NA,"0.37",26.43,NA,NA,NA,"bubbles in syringe","20230607","20230608","1723","1815","EDT","19"
"400","COMPASS","TEMPEST","SW","C3",15,"TMP_SW_C3_20230608_15CM","6.32",526.67,NA,"0.43",30.71,NA,NA,NA,"bubbles in syringe","20230607","20230608","1733","1805","EDT","19"
"401","COMPASS","TEMPEST","SW","E3",15,"TMP_SW_E3_20230608_15CM","4.38",365,NA,"0.38",27.14,NA,NA,NA,"bubbles in syringe","20230607","20230608","1703","1730","EDT","19"
"402","COMPASS","TEMPEST","FW","D5",15,"TMP_FW_D5_20230612_15CM","6.77",564.17,NA,"0.3",21.43,"blank is ≥ 25% of sample value",NA,NA,NA,"20230608","20230612","1555","1344","EDT","20"
"403","COMPASS","TEMPEST","FW","I5",15,"TMP_FW_I5_20230612_15CM","8.2",683.33,NA,"0.39",27.86,NA,NA,NA,NA,"20230608","20230612","1528","1409","EDT","10"
