"","Project","Site","Plot","Grid","Depth_cm","Event_Time","Time_of_day","Sample_ID","Volume_mL","Evacuation_date_YYYMMDD","Collection_Date_YYYYMMDD","Collection_Start_Time_24hrs","Collection_End_Time_24hrs","EST_EDT","SO4_ppm","SO4_mM","SO4_Conc_flag","SO4_QAQC_flag","Cl_ppm","Cl_mM","Cl_Conc_flag","Cl_QAQC_flag","salinity","Analysis_rundate","Run_notes","Field_notes"
"243","COMPASS","TEMPEST","C","H6",15,NA,NA,"TMP_C_H6_20230807_15CM",5,NA,20230807,1203,1149,NA,4.6586,0.1453,NA,NA,0.9717,0.0274,NA,NA,0.0018,NA,NA,NA
"244","COMPASS","TEMPEST","C","H3",15,NA,NA,"TMP_C_H3_20230807_15CM",5,NA,20230807,1156,1200,NA,5.4909,0.1713,NA,NA,0.0087,2e-04,NA,NA,0,NA,NA,NA
"245","COMPASS","TEMPEST","C","F4",15,NA,NA,"TMP_C_F4_20230810_15CM",5,NA,20230810,1145,1027,NA,4.8364,0.1509,NA,NA,0.0371,0.001,NA,NA,1e-04,NA,NA,NA
"246","COMPASS","TEMPEST","C","C6",15,NA,NA,"TMP_C_C6_20230807_15CM",5,NA,20230807,1423,1115,NA,4.8123,0.1501,NA,NA,3.7102,0.1047,NA,NA,0.0067,NA,NA,NA
"247","COMPASS","TEMPEST","SW","I5",15,NA,NA,"TMP_SW_I5_20231002_15CM",5,NA,20231002,1522,1049,NA,114.6553,3.5763,NA,NA,281.4327,7.9389,NA,NA,0.5086,NA,NA,NA
"248","COMPASS","TEMPEST","SW","F6",15,NA,NA,"TMP_SW_F6_20231002_15CM",5,NA,20231002,1525,1116,NA,38.5189,1.2015,NA,NA,183.2011,5.1679,NA,NA,0.3311,NA,NA,NA
"249","COMPASS","TEMPEST","SW","D5",15,NA,NA,"TMP_SW_D5_20231002_15CM",5,NA,20231002,1122,1123,NA,21.3784,0.6668,NA,NA,124.1628,3.5025,NA,NA,0.2244,NA,NA,NA
"250","COMPASS","TEMPEST","SW","H3",15,NA,NA,"TMP_SW_H3_20231002_15CM",5,NA,20231002,1128,1055,NA,6.7198,0.2096,NA,NA,69.5723,1.9625,NA,NA,0.1257,NA,NA,NA
"251","COMPASS","TEMPEST","SW","F4",15,NA,NA,"TMP_SW_F4_20231002_15CM",5,NA,20231002,1125,1107,NA,25.5296,0.7963,NA,NA,123.0738,3.4718,NA,NA,0.2224,NA,NA,NA
"252","COMPASS","TEMPEST","SW","C3",15,NA,NA,"TMP_SW_C3_20231002_15CM",5,NA,20231002,1113,1138,NA,126.034,3.9312,NA,NA,988.1749,27.8752,NA,NA,1.7857,NA,NA,NA
"253","COMPASS","TEMPEST","FW","I5",15,NA,NA,"TMP_FW_I5_20231002_15CM",5,NA,20231002,1550,933,NA,4.4138,0.1377,NA,NA,0.3448,0.0097,NA,NA,6e-04,NA,NA,NA
"254","COMPASS","TEMPEST","FW","F6",15,NA,NA,"TMP_FW_F6_20231002_15CM",5,NA,20231002,1141,1013,NA,4.8182,0.1503,NA,NA,0.4049,0.0114,NA,NA,8e-04,NA,NA,NA
"255","COMPASS","TEMPEST","FW","E3",15,NA,NA,"TMP_FW_E3_20231002_15CM",5,NA,20231002,1543,1006,NA,6.4537,0.2013,NA,NA,0.2343,0.0066,NA,NA,4e-04,NA,NA,NA
"256","COMPASS","TEMPEST","FW","D5",15,NA,NA,"TMP_FW_D5_20231002_15CM",5,NA,20231002,1531,1017,NA,4.4258,0.138,NA,NA,0.255,0.0072,NA,NA,5e-04,NA,NA,NA
"257","COMPASS","TEMPEST","FW","H3",15,NA,NA,"TMP_FW_H3_20231002_15CM",5,NA,20231002,1548,951,NA,6.4876,0.2024,NA,NA,3.6983,0.1043,NA,NA,0.0067,NA,NA,NA
"258","COMPASS","TEMPEST","FW","C6",15,NA,NA,"TMP_FW_C6_20231002_15CM",6,NA,20231002,1540,1030,NA,5.6241,0.1754,NA,NA,0.8974,0.0253,NA,NA,0.0016,NA,NA,NA
"259","COMPASS","TEMPEST","C","I5",15,NA,NA,"TMP_C_I5_20231002_15CM",5,NA,20231002,1506,1218,NA,4.8548,0.1514,NA,NA,1.449,0.0409,NA,NA,0.0026,NA,NA,NA
"260","COMPASS","TEMPEST","C","H3",15,NA,NA,"TMP_C_H3_20231002_15CM",5,NA,20231002,1504,1212,NA,5.4494,0.17,NA,NA,0.259,0.0073,NA,NA,5e-04,NA,NA,NA
"261","COMPASS","TEMPEST","SW","F6",15,NA,NA,"TMP_SW_F6_20231116_15CM",5,NA,20231116,1152,1148,NA,47.6611,1.4866,NA,NA,269.1183,7.5915,NA,NA,0.4863,NA,NA,"clear"
"262","COMPASS","TEMPEST","SW","B4",15,NA,NA,"TMP_SW_B4_20231116_15CM",5,NA,20231116,1143,1134,NA,57.4551,1.7921,NA,NA,353.8215,9.9809,NA,NA,0.6394,NA,NA,"very light yellow"
"263","COMPASS","TEMPEST","SW","H6",15,NA,NA,"TMP_SW_H6_20231116_15CM",5,NA,20231116,1204,1202,NA,22.0449,0.6876,NA,NA,142.0156,4.0061,NA,NA,0.2566,NA,NA,NA
"264","COMPASS","TEMPEST","SW","F6",15,NA,NA,"TMP_SW_F6_20231208_15CM",5,NA,20231208,1046,1049,NA,29.5539,0.9218,NA,NA,127.7845,3.6046,NA,NA,0.2309,NA,NA,"light yellow"
"265","COMPASS","TEMPEST","SW","D5",15,NA,NA,"TMP_SW_D5_20231208_15CM",5,NA,20231208,1042,1043,NA,19.8967,0.6206,NA,NA,79.8801,2.2533,NA,NA,0.1444,NA,NA,"light yellow"
"266","COMPASS","TEMPEST","SW","B4",15,NA,NA,"TMP_SW_B4_20231208_15CM",5,NA,20231208,1038,1031,NA,23.5173,0.7335,NA,NA,103.2413,2.9123,NA,NA,0.1866,NA,NA,"very yellow"
"267","COMPASS","TEMPEST","SW","H6",15,NA,NA,"TMP_SW_H6_20231208_15CM",5,NA,20231208,1101,1217,NA,11.0075,0.3433,NA,NA,62.5444,1.7643,NA,NA,0.113,NA,NA,"yellow"
"268","COMPASS","TEMPEST","SW","H3",15,NA,NA,"TMP_SW_H3_20231208_15CM",5,NA,20231208,1057,1213,NA,7.1348,0.2225,NA,NA,3.2778,0.0925,NA,NA,0.0059,NA,NA,"light yellow"
"269","COMPASS","TEMPEST","SW","F4",15,NA,NA,"TMP_SW_F4_20231208_15CM",5,NA,20231208,1050,1208,NA,15.6761,0.489,NA,NA,76.2077,2.1497,NA,NA,0.1377,NA,NA,"yellow"
"270","COMPASS","TEMPEST","SW","C3",15,NA,NA,"TMP_SW_C3_20231208_15CM",5,NA,20231208,1034,1025,NA,69.0359,2.1533,NA,NA,183.5675,5.1782,NA,NA,0.3317,NA,NA,"yellow"
"271","COMPASS","TEMPEST","FW","I5",15,NA,NA,"TMP_FW_I5_20231208_15CM",5,NA,20231208,1122,1156,NA,4.5548,0.1421,NA,NA,0.6241,0.0176,NA,NA,0.0012,NA,NA,NA
"272","COMPASS","TEMPEST","FW","F6",15,NA,NA,"TMP_FW_F6_20231208_15CM",5,NA,20231208,1126,1208,NA,5.2059,0.1624,NA,NA,0.5455,0.0154,NA,NA,0.001,NA,NA,NA
"273","COMPASS","TEMPEST","FW","E3",15,NA,NA,"TMP_FW_E3_20231208_15CM",5,NA,20231208,1113,1137,NA,7.6841,0.2397,NA,NA,0.8009,0.0226,NA,NA,0.0015,NA,NA,NA
"274","COMPASS","TEMPEST","FW","D5",15,NA,NA,"TMP_FW_D5_20231208_15CM",5,NA,20231208,1107,1126,NA,5.8569,0.1827,NA,NA,0.4272,0.0121,NA,NA,8e-04,NA,NA,NA
"275","COMPASS","TEMPEST","FW","H6",15,NA,NA,"TMP_FW_H6_20231208_15CM",5,NA,20231208,1124,1204,NA,9.3451,0.2915,NA,NA,0.5596,0.0158,NA,NA,0.001,NA,NA,NA
"276","COMPASS","TEMPEST","FW","H3",15,NA,NA,"TMP_FW_H3_20231208_15CM",5,NA,20231208,1117,1148,NA,7.7706,0.2424,NA,NA,1.8021,0.0508,NA,NA,0.0033,NA,NA,NA
"277","COMPASS","TEMPEST","FW","F4",15,NA,NA,"TMP_FW_F4_20231208_15CM",5,NA,20231208,1115,1144,NA,8.0342,0.2506,NA,NA,0.5998,0.0169,NA,NA,0.0011,NA,NA,NA
"278","COMPASS","TEMPEST","FW","C6",15,NA,NA,"TMP_FW_C6_20231208_15CM",5,NA,20231208,1105,1120,NA,6.8331,0.2131,NA,NA,3.1304,0.0883,NA,NA,0.0057,NA,NA,NA
"279","COMPASS","TEMPEST","C","I5",15,NA,NA,"TMP_C_I5_20231208_15CM",5,NA,20231208,950,949,NA,6.3542,0.1982,NA,NA,0.5431,0.0153,NA,NA,0.001,NA,NA,NA
"280","COMPASS","TEMPEST","C","B4",15,NA,NA,"TMP_C_B4_20231211_15CM",5,NA,20231211,1012,1043,NA,15.3405,0.4785,NA,NA,3.0224,0.0853,NA,NA,0.0055,NA,NA,NA
"281","COMPASS","TEMPEST","C","H6",15,NA,NA,"TMP_C_H6_20231211_15CM",5,NA,20231211,1000,1023,NA,4.8134,0.1501,NA,NA,0.0616,0.0017,NA,NA,1e-04,NA,NA,NA
"282","COMPASS","TEMPEST","C","H3",15,NA,NA,"TMP_C_H3_20231211_15CM",5,NA,20231211,946,1006,NA,5.5834,0.1742,NA,NA,0.3123,0.0088,NA,NA,6e-04,NA,NA,NA
"283","COMPASS","TEMPEST","C","C6",15,NA,NA,"TMP_C_C6_20231208_15CM",5,NA,20231208,1013,1015,NA,6.1506,0.1918,NA,NA,0.8842,0.0249,NA,NA,0.0016,NA,NA,NA
"284","COMPASS","TEMPEST","SW","H6",15,NA,NA,"TMP_SW_H6_20230807_15CM",5,NA,20230807,1242,1006,NA,31.1078,0.9703,NA,NA,115.1009,3.2469,NA,NA,0.208,NA,NA,"yellow"
"285","COMPASS","TEMPEST","SW","H3",15,NA,NA,"TMP_SW_H3_20230807_15CM",5,NA,20230807,1238,1018,NA,13.6023,0.4243,NA,NA,7.9237,0.2235,NA,NA,0.0143,NA,NA,"yellow"
"286","COMPASS","TEMPEST","SW","F4",15,NA,NA,"TMP_SW_F4_20230807_15CM",5,NA,20230807,1232,1032,NA,36.636,1.1427,NA,NA,208.0046,5.8675,NA,NA,0.3759,NA,NA,"light yellow"
"287","COMPASS","TEMPEST","SW","C6",15,NA,NA,"TMP_SW_C6_20230807_15CM",5,NA,20230807,1223,1053,NA,67.5477,2.1069,NA,NA,158.1097,4.4601,NA,NA,0.2857,NA,NA,"clear"
"288","COMPASS","TEMPEST","SW","C3",15,NA,NA,"TMP_SW_C3_20230807_15CM",5,NA,20230807,1221,1104,NA,154.3618,4.8148,NA,NA,1207.9926,34.076,NA,NA,2.1829,NA,NA,"clear"
"289","COMPASS","TEMPEST","FW","I5",15,NA,NA,"TMP_FW_I5_20230807_15CM",5,NA,20230807,1305,845,NA,4.9603,0.1547,NA,NA,0.0061,2e-04,NA,NA,0,NA,NA,NA
"290","COMPASS","TEMPEST","FW","F6",15,NA,NA,"TMP_FW_F6_20230807_15CM",5,NA,20230807,1313,916,NA,4.1876,0.1306,NA,NA,0.0145,4e-04,NA,NA,1e-04,NA,NA,NA
"291","COMPASS","TEMPEST","FW","E3",15,NA,NA,"TMP_FW_E3_20230807_15CM",5,NA,20230807,1433,941,NA,6.2623,0.1953,NA,NA,0.0229,6e-04,NA,NA,1e-04,NA,NA,NA
"292","COMPASS","TEMPEST","FW","D5",15,NA,NA,"TMP_FW_D5_20230807_15CM",5,NA,20230807,1249,920,NA,5.045,0.1574,NA,NA,0.0494,0.0014,NA,NA,1e-04,NA,NA,NA
"293","COMPASS","TEMPEST","FW","B4",15,NA,NA,"TMP_FW_B4_20230807_15CM",5,NA,20230807,1257,953,NA,4.9651,0.1549,NA,NA,32.8252,0.926,NA,NA,0.0593,NA,NA,NA
"294","COMPASS","TEMPEST","FW","H3",15,NA,NA,"TMP_FW_H3_20230810_15CM",5,NA,20230810,1304,1322,NA,5.5601,0.1734,NA,NA,0.8575,0.0242,NA,NA,0.0016,NA,NA,NA
"295","COMPASS","TEMPEST","FW","F4",15,NA,NA,"TMP_FW_F4_20230807_15CM",5,NA,20230807,1302,904,NA,4.1846,0.1305,NA,NA,32.2465,0.9096,NA,NA,0.0583,NA,NA,NA
"296","COMPASS","TEMPEST","FW","C6",15,NA,NA,"TMP_FW_C6_20230807_15CM",5,NA,20230807,1245,931,NA,5.2473,0.1637,NA,NA,0.4195,0.0118,NA,NA,8e-04,NA,NA,NA
"297","COMPASS","TEMPEST","FW","C3",15,NA,NA,"TMP_FW_C3_20230807_15CM",5,NA,20230807,1254,947,NA,4.7227,0.1473,NA,NA,0.0706,0.002,NA,NA,2e-04,NA,NA,NA
"298","COMPASS","TEMPEST","C","I5",15,NA,NA,"TMP_C_I5_20230807_15CM",5,NA,20230807,1201,1156,NA,3.872,0.1208,NA,NA,0.5934,0.0167,NA,NA,0.0011,NA,NA,NA
"299","COMPASS","TEMPEST","C","F6",15,NA,NA,"TMP_C_F6_20230810_15CM",5,NA,20230810,1136,1017,NA,3.2014,0.0999,NA,NA,0,0,NA,NA,0,NA,NA,NA
"300","COMPASS","TEMPEST","C","E3",15,NA,NA,"TMP_C_E3_20230810_15CM",5,NA,20230810,1140,1036,NA,4.2896,0.1338,NA,NA,0.0034,1e-04,NA,NA,0,NA,NA,NA
"301","COMPASS","TEMPEST","C","D5",15,NA,NA,"TMP_C_D5_20230807_15CM",5,NA,20230807,1210,1127,NA,4.9382,0.154,NA,NA,0,0,NA,NA,0,NA,NA,NA
"302","COMPASS","TEMPEST","SW","B4",15,NA,NA,"TMP_SW_B4_20240426_15CM",5,20240423,20240426,948,1338,"EDT",7.1945,0.2244,"Within_Range","SO4 checks perc diff out of range",7.6074,0.2146,"Within_Range",NA,0.0138,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ",NA
"303","COMPASS","TEMPEST","SW","F6",15,NA,NA,"TMP_SW_F6_20240426_15CM",5,20240423,20240426,955,1358,"EDT",14.8124,0.462,"Within_Range","SO4 checks perc diff out of range",7.7143,0.2176,"Within_Range",NA,0.014,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ",NA
"304","COMPASS","TEMPEST","C","H3",15,NA,NA,"TMP_C_H3_20240426_15CM",5,20240423,20240426,916,1443,"EDT",4.7914,0.1495,"Within_Range","SO4 checks perc diff out of range",8.0793,0.2279,"Within_Range",NA,0.0146,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ",NA
"305","COMPASS","TEMPEST","FW","C6",15,NA,NA,"TMP_FW_C6_20240426_15CM",5,20240423,20240426,1008,1319,"EDT",0.4529,0.0141,"Within_Range","SO4 checks perc diff out of range",0.5644,0.0159,"Within_Range",NA,0.001,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ",NA
"306","COMPASS","TEMPEST","C","I5",15,NA,NA,"TMP_C_I5_20240426_15CM",5,20240423,20240426,920,1436,"EDT",0.4581,0.0143,"Within_Range","SO4 checks perc diff out of range",0.5591,0.0158,"Within_Range",NA,0.001,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ",NA
"307","COMPASS","TEMPEST","FW","F4",15,NA,NA,"TMP_FW_F4_20240426_15CM",5,20240423,20240426,1024,1250,"EDT",0.952,0.0297,"Within_Range","SO4 checks perc diff out of range",0.5757,0.0162,"Within_Range",NA,0.0011,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ",NA
"308","COMPASS","TEMPEST","FW","H3",15,NA,NA,"TMP_FW_H3_20240426_15CM",5,20240423,20240426,1026,1226,"EDT",6.8521,0.2137,"Within_Range","SO4 checks perc diff out of range",3.6773,0.1037,"Within_Range",NA,0.0067,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ",NA
"309","COMPASS","TEMPEST","FW","D5",15,NA,NA,"TMP_FW_D5_20240426_15CM",5,20240423,20240426,1011,1313,"EDT",0.8377,0.0261,"Within_Range","SO4 checks perc diff out of range",0.6814,0.0192,"Within_Range",NA,0.0013,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ",NA
"310","COMPASS","TEMPEST","FW","I5",15,NA,NA,"TMP_FW_I5_20240426_15CM",5,20240423,20240426,1029,1218,"EDT",0.1393,0.0043,"Within_Range","SO4 checks perc diff out of range",2.6798,0.0756,"Within_Range",NA,0.0049,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ",NA
"311","COMPASS","TEMPEST","C","H6",15,NA,NA,"TMP_C_H6_20240426_15CM",5,20240423,20240426,923,1429,"EDT",0.5061,0.0158,"Within_Range","SO4 checks perc diff out of range",2.3917,0.0675,"Within_Range",NA,0.0043,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ",NA
"312","COMPASS","TEMPEST","SW","H3",15,NA,NA,"TMP_SW_H3_20240715_15CM",5,20240711,20240715,1051,1234,"EDT",294.6594,9.1909,"Within_Range","SO4 checks perc diff out of range",2925.272,82.5183,"Within_Range",NA,5.286,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ","clear"
"313","COMPASS","TEMPEST","SW","F6",15,NA,NA,"TMP_SW_F6_20240715_15CM",5,20240711,20240715,1046,1224,"EDT",238.648,7.4438,"Within_Range","SO4 checks perc diff out of range",2596.5847,73.2464,"Within_Range",NA,4.6921,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ","clear"
"314","COMPASS","TEMPEST","FW","I5",15,NA,NA,"TMP_FW_I5_20240715_15CM",5,20240711,20240715,1113,1307,"EDT",0.293,0.0091,"Within_Range","SO4 checks perc diff out of range",8.6174,0.2431,"Within_Range",NA,0.0156,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ","clear"
"315","COMPASS","TEMPEST","SW","B4",15,NA,NA,"TMP_SW_B4_20240711_15CM",5,20240708,20240711,1010,1035,"EDT",256.9385,8.0143,"Within_Range","SO4 checks perc diff out of range",2671.5404,75.3608,"Within_Range",NA,4.8275,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ","clear"
"316","COMPASS","TEMPEST","SW","D5",15,NA,NA,"TMP_SW_D5_20240805_15CM",5,20240802,20240805,1143,1030,"EDT",62.8258,1.9596,"Within_Range","SO4 checks perc diff out of range",931.6525,26.2807,"Within_Range",NA,1.6835,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ","clear"
"317","COMPASS","TEMPEST","SW","I5",15,NA,NA,"TMP_SW_I5_20240808_15CM",5,20240805,20240808,956,935,"EDT",230.647,7.1942,"Within_Range","SO4 checks perc diff out of range",1916.5281,54.0629,"Within_Range",NA,3.4632,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ","clear"
"318","COMPASS","TEMPEST","FW","C3",15,NA,NA,"TMP_FW_C3_20240808_15CM",5,20240805,20240808,942,838,"EDT",0.4581,0.0143,"Within_Range","SO4 checks perc diff out of range",2.5433,0.0717,"Within_Range",NA,0.0046,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ",NA
"319","COMPASS","TEMPEST","SW","C3",15,NA,NA,"TMP_SW_C3_20240802_15CM",5,20240730,20240802,827,1122,"EDT",190.9233,5.9552,"Within_Range","SO4 checks perc diff out of range",2485.1006,70.1016,"Within_Range",NA,4.4906,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ","clear"
"320","COMPASS","TEMPEST","FW","D5",15,NA,NA,"TMP_FW_D5_20240808_15CM",5,20240805,20240808,945,847,"EDT",1.0684,0.0333,"Within_Range","SO4 checks perc diff out of range",5.3978,0.1523,"Within_Range",NA,0.0098,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ",NA
"321","COMPASS","TEMPEST","FW","H6",15,NA,NA,"TMP_FW_H6_20240812_15CM",5,20240808,20240812,827,935,"EDT",4.5546,0.1421,"Within_Range","SO4 checks perc diff out of range",1.2178,0.0344,"Within_Range",NA,0.0022,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ",NA
"322","COMPASS","TEMPEST","SW","F4",15,NA,NA,"TMP_SW_F4_20240812_15CM",5,20240808,20240812,957,1036,"EDT",105.4598,3.2895,"Within_Range","SO4 checks perc diff out of range",1086.654,30.6531,"Within_Range",NA,1.9636,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ","clear"
"323","COMPASS","TEMPEST","SW","H6",15,NA,NA,"TMP_SW_H6_20240812_15CM",5,20240808,20240812,925,1027,"EDT",64.8428,2.0225,"Within_Range","SO4 checks perc diff out of range",359.6324,10.1448,"Within_Range",NA,0.6499,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ","clear"
"324","COMPASS","TEMPEST","SW","D5",15,NA,NA,"TMP_SW_D5_20240802_15CM",5,20240730,20240802,834,1143,"EDT",75.3304,2.3497,"Within_Range","SO4 checks perc diff out of range",1143.3719,32.2531,"Within_Range",NA,2.0661,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ","clear"
"325","COMPASS","TEMPEST","SW","B4",15,NA,NA,"TMP_SW_B4_20240805_15CM",5,20240802,20240805,1136,1044,"EDT",150.4161,4.6917,"Within_Range","SO4 checks perc diff out of range",1334.4913,37.6443,"Within_Range",NA,2.4115,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ","clear"
"326","COMPASS","TEMPEST","SW","C6",15,NA,NA,"TMP_SW_C6_20240808_15CM",5,20240805,20240808,1042,900,"EDT",124.7453,3.891,"Within_Range","SO4 checks perc diff out of range",839.9206,23.6931,"Within_Range",NA,1.5178,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ","clear"
"327","COMPASS","TEMPEST","FW","I5",15,NA,NA,"TMP_FW_I5_20240805_15CM",5,20240802,20240805,1105,919,"EDT",0.2223,0.0069,"Within_Range","SO4 checks perc diff out of range",21.8991,0.6177,"Within_Range",NA,0.0396,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ",NA
"328","COMPASS","TEMPEST","SW","H3",15,NA,NA,"TMP_SW_H3_20240808_15CM",5,20240805,20240808,1002,946,"EDT",132.256,4.1253,"Within_Range","SO4 checks perc diff out of range",749.5124,21.1428,"Within_Range",NA,1.3544,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ","clear"
"329","COMPASS","TEMPEST","SW","E3",15,NA,NA,"TMP_SW_E3_20240812_15CM",5,20240808,20240812,1002,1040,"EDT",70.7554,2.207,"Within_Range","SO4 checks perc diff out of range",991.2441,27.9618,"Within_Range",NA,1.7912,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ","clear"
"330","COMPASS","TEMPEST","SW","H3",15,NA,NA,"TMP_SW_H3_20240805_15CM",5,20240802,20240805,1203,1002,"EDT",196.8427,6.1398,"Within_Range","SO4 checks perc diff out of range",1360.0613,38.3656,"Within_Range",NA,2.4577,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ","clear"
"331","COMPASS","TEMPEST","SW","F6",15,NA,NA,"TMP_SW_F6_20240802_15CM",5,20240730,20240802,836,1153,"EDT",186.3881,5.8137,"Within_Range","SO4 checks perc diff out of range",1945.9116,54.8917,"Within_Range",NA,3.5163,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ","clear"
"332","COMPASS","TEMPEST","SW","B4",15,NA,NA,"TMP_SW_B4_20240802_15CM",5,20240730,20240802,830,1136,"EDT",219.7441,6.8542,"Within_Range","SO4 checks perc diff out of range",2167.4198,61.1402,"Within_Range",NA,3.9166,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ","clear"
"333","COMPASS","TEMPEST","SW","C3",15,NA,NA,"TMP_SW_C3_20240805_15CM",5,20240802,20240805,1122,1053,"EDT",156.3821,4.8778,"Within_Range","SO4 checks perc diff out of range",1789.4926,50.4793,"Within_Range",NA,3.2336,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ","clear"
"334","COMPASS","TEMPEST","SW","B4",15,NA,NA,"TMP_SW_B4_20240906_15CM",5,20240903,20240906,904,1107,"EDT",173.5048,5.4119,"Within_Range","SO4 checks perc diff out of range",1760.6745,49.6664,"Within_Range",NA,3.1816,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ","clear"
"335","COMPASS","TEMPEST","SW","D5",15,NA,NA,"TMP_SW_D5_20240906_15CM",5,20240903,20240906,910,1140,"EDT",68.0785,2.1235,"Within_Range","SO4 checks perc diff out of range",852.1598,24.0384,"Within_Range",NA,1.5399,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ","clear"
